MaDotBiTich;NgayBiTich;MoTa;LinhMuc;LoaiBiTich;NoiBiTich;UpdateDate;MaGiaoXuRieng
1457;06/05/1998;Đợt bí tích ngày 06 tháng 05 năm 1998;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2018/10/05 01:43:01;1234
1458;09/03/1998;Đợt bí tích ngày 09 tháng 03 năm 1998;Giuse Bùi Văn Viễn;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1459;12/09/1998;Đợt bí tích ngày 12 tháng 09 năm 1998;;0;Thạch An;2018/10/05 01:43:01;1234
1460;05/01/1998;Đợt bí tích ngày 05 tháng 01 năm 1998;Giuse Bùi Văn Viễn;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1461;07/05/1998;Đợt bí tích ngày 07 tháng 05 năm 1998;Gioan Phạm Ngọc Châu;0;Phương Xá;2018/10/05 01:43:01;1234
1462;05/07/1998;Đợt bí tích ngày 05 tháng 07 năm 1998;Benedicto Nguyễn Hưng;0;Hà Nội;2018/10/05 01:43:01;1234
1463;21/10/1998;Đợt bí tích ngày 21 tháng 10 năm 1998;Đaminh Lạc;0;Đền Thánh Martin;2018/10/05 01:43:01;1234
1464;04/01/1998;Đợt bí tích ngày 04 tháng 01 năm 1998;Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1465;25/02/1999;Đợt bí tích ngày 25 tháng 02 năm 1999;Lm. Giuse Nguyễn Văn Uy;0;Gx Tiên Chu;2018/10/05 01:43:01;1234
1466;09/09/1999;Đợt bí tích ngày 09 tháng 09 năm 1999;Lm G B Phạm Ngọc Châu;0;Nhà Thờ Phương Xá;2018/10/05 01:43:01;1234
1467;02/12/1999;Đợt bí tích ngày 02 tháng 12 năm 1999;Lm Giuse Phạm Hùng Sơn;0;Gx Định Quán;2018/10/05 01:43:01;1234
1468;02/12/1999;Đợt bí tích ngày 02 tháng 12 năm 1999;Lm. Giuse Phạm Hùng Sơn;0;Gx Định Quán;2018/10/05 01:43:01;1234
1469;04/10/1999;Đợt bí tích ngày 04 tháng 10 năm 1999;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1470;04/10/1999;Đợt bí tích ngày 04 tháng 10 năm 1999;Phê-rô Vũ Hoàng Ánh;0;Thanh Hóa;2018/10/05 01:43:01;1234
1471;09/12/1999;Đợt bí tích ngày 09 tháng 12 năm 1999;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1472;01/02/1999;Đợt bí tích ngày 01 tháng 02 năm 1999;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1473;22/04/1999;Đợt bí tích ngày 22 tháng 04 năm 1999;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1474;07/10/1999;Đợt bí tích ngày 07 tháng 10 năm 1999;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1475;25/02/1999;Đợt bí tích ngày 25 tháng 02 năm 1999;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1476;05/08/1999;Đợt bí tích ngày 05 tháng 08 năm 1999;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1477;12/11/1999;Đợt bí tích ngày 12 tháng 11 năm 1999;Giuse Hoàng Đức An;0;Võ Dõng;2018/10/05 01:43:01;1234
1478;05/04/1999;Đợt bí tích ngày 05 tháng 04 năm 1999;Anton Nguyễn Trọng Quý;0;Lai Ổn;2018/10/05 01:43:01;1234
1479;19/12/1999;Đợt bí tích ngày 19 tháng 12 năm 1999;Vinh Sơn Đặng Văn Tú;0;Tân Mai;2018/10/05 01:43:01;1234
1480;01/08/1999;Đợt bí tích ngày 01 tháng 08 năm 1999;Đaminh Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
1481;15/04/1999;Đợt bí tích ngày 15 tháng 04 năm 1999;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1482;07/02/1999;Đợt bí tích ngày 07 tháng 02 năm 1999;G B Trần Văn Hộ;0;Hòa Bình;2018/10/05 01:43:01;1234
1483;01/01/1999;Đợt bí tích ngày 01 tháng 01 năm 1999;Gioakim Nguyễn Duy Thiện;0;Quỳnh Lang;2018/10/05 01:43:01;1234
1484;06/06/1999;Đợt bí tích ngày 06 tháng 06 năm 1999;Giuse Nguyễn Ý Định;0;Kẻ Sặt 1;2018/10/05 01:43:01;1234
1485;05/12/1999;Đợt bí tích ngày 05 tháng 12 năm 1999;G B Trần Văn Hộ;0;Hòa Bình;2018/10/05 01:43:01;1234
1486;10/04/1999;Đợt bí tích ngày 10 tháng 04 năm 1999;;0;Đền Thánh Martin;2018/10/05 01:43:01;1234
1487;25/02/1999;Đợt bí tích ngày 25 tháng 02 năm 1999;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1488;11/10/1999;Đợt bí tích ngày 11 tháng 10 năm 1999;Giuse Đinh Nam Hưng;0;Thạch An;2018/10/05 01:43:01;1234
1489;01/08/1999;Đợt bí tích ngày 01 tháng 08 năm 1999;Lm Fx Nguyễn Đức Đạt O P;0;Gx. Thánh Tâm;2018/10/05 01:43:01;1234
1490;03/01/1999;Đợt bí tích ngày 03 tháng 01 năm 1999;Đaminh Trần Ngọc Tuất;0;Ninh Mỹ;2018/10/05 01:43:01;1234
1491;01/06/2000;Đợt bí tích ngày 01 tháng 06 năm 2000;Lm Đaminh Đỗ Hữu Nam;0;Giáo Xứ Giuse;2018/10/05 01:43:01;1234
1492;13/07/2000;Đợt bí tích ngày 13 tháng 07 năm 2000;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1493;08/07/2000;Đợt bí tích ngày 08 tháng 07 năm 2000;Lm G B Phạm Năng Hòe;0;Gx Tâm An;2018/10/05 01:43:01;1234
1494;02/01/2000;Đợt bí tích ngày 02 tháng 01 năm 2000;Giuse Đỗ Viết Đại;0;Phúc Lâm;2018/10/05 01:43:01;1234
1495;19/08/2000;Đợt bí tích ngày 19 tháng 08 năm 2000;Phanxico Assisi Nguyễn Tiến Tám;0;Họ Truyền Tin, Gx Đồng Quan;2018/10/05 01:43:01;1234
1496;09/07/2000;Đợt bí tích ngày 09 tháng 07 năm 2000;;0;Gx Tân Lương Tgp Huế;2018/10/05 01:43:01;1234
1497;22/12/2000;Đợt bí tích ngày 22 tháng 12 năm 2000;Lm. Giuse Nguyễn Đức Lục;0;Gx. Sài Quất;2018/10/05 01:43:01;1234
1498;04/01/2000;Đợt bí tích ngày 04 tháng 01 năm 2000;Lm Phêrô Vũ Hoàng Ánh;0;Gx Thái Hòa;2018/10/05 01:43:01;1234
1499;15/08/2000;Đợt bí tích ngày 15 tháng 08 năm 2000;;0;Tân Định;2018/10/05 01:43:01;1234
1500;04/05/2000;Đợt bí tích ngày 04 tháng 05 năm 2000;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1501;14/12/2000;Đợt bí tích ngày 14 tháng 12 năm 2000;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1502;17/02/2000;Đợt bí tích ngày 17 tháng 02 năm 2000;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1503;01/01/2000;Đợt bí tích ngày 01 tháng 01 năm 2000;Đaminh Trần Văn Minh;0;Lộc Hòa;2018/10/05 01:43:01;1234
1504;01/10/2000;Đợt bí tích ngày 01 tháng 10 năm 2000;Fx Nguyễn Đức Đạt, Op;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1505;01/10/2000;Đợt bí tích ngày 01 tháng 10 năm 2000;An-tôn Nguyễn Kiến Tú;0;Thanh Hải;2018/10/05 01:43:01;1234
1506;17/10/2000;Đợt bí tích ngày 17 tháng 10 năm 2000;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1507;04/05/2000;Đợt bí tích ngày 04 tháng 05 năm 2000;Lm. Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1508;22/12/2000;Đợt bí tích ngày 22 tháng 12 năm 2000;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1509;13/02/2000;Đợt bí tích ngày 13 tháng 02 năm 2000;Giuse Đỗ Viết Đại;0;Phúc Lâm;2018/10/05 01:43:01;1234
1510;02/01/2000;Đợt bí tích ngày 02 tháng 01 năm 2000;Clemente Lê Minh Trung;0;Gia Định;2018/10/05 01:43:01;1234
1511;14/12/2000;Đợt bí tích ngày 14 tháng 12 năm 2000;Lm. Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1512;01/05/2000;Đợt bí tích ngày 01 tháng 05 năm 2000;Jos Bùi Văn Viễn;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1513;27/02/2000;Đợt bí tích ngày 27 tháng 02 năm 2000;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1514;05/11/2000;Đợt bí tích ngày 05 tháng 11 năm 2000;Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1515;09/01/2000;Đợt bí tích ngày 09 tháng 01 năm 2000;Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1516;22/10/2000;Đợt bí tích ngày 22 tháng 10 năm 2000;Đaminh Nguyễn Đình Tân;0;Thanh Đa;2018/10/05 01:43:01;1234
1517;04/06/2000;Đợt bí tích ngày 04 tháng 06 năm 2000;Giuse Đỗ Đức Trí;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1518;01/04/2001;Đợt bí tích ngày 01 tháng 04 năm 2001;Lm. Giuse Đệ Nguyễn Văn Thanh;0;Gh Bùi Đệ, Gx Bùi Chu;2018/10/05 01:43:01;1234
1519;03/01/2001;Đợt bí tích ngày 03 tháng 01 năm 2001;Lm Giuse Phạm Văn Hoàng;0;Gx Lộc Lâm;2018/10/05 01:43:01;1234
1520;03/04/2001;Đợt bí tích ngày 03 tháng 04 năm 2001;;0;Gx La Ngà;2018/10/05 01:43:01;1234
1521;04/11/2001;Đợt bí tích ngày 04 tháng 11 năm 2001;F.x. Nguyễn Đức Đạt, O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1522;29/06/2001;Đợt bí tích ngày 29 tháng 06 năm 2001;Lm. Giuse Đệ Nguyễn Văn Thanh;0;Bùi Chu;2018/10/05 01:43:01;1234
1523;02/04/2001;Đợt bí tích ngày 02 tháng 04 năm 2001;Lm. Giuse Bùi Văn Viễn, O P;0;Gx Ngọc Đồng;2018/10/05 01:43:01;1234
1524;11/10/2001;Đợt bí tích ngày 11 tháng 10 năm 2001;Gioakim Nguyễn Đức Văn;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1525;22/11/2001;Đợt bí tích ngày 22 tháng 11 năm 2001;Lm. Giuse Nguyễn Văn Uy;0;Gx Tiên Chu;2018/10/05 01:43:01;1234
1526;04/06/2001;Đợt bí tích ngày 04 tháng 06 năm 2001;Lm. Giuse Bùi Văn Viễn, O P;0;Gx Ngọc Đồng;2018/10/05 01:43:01;1234
1527;13/12/2001;Đợt bí tích ngày 13 tháng 12 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1528;03/05/2001;Đợt bí tích ngày 03 tháng 05 năm 2001;Lm Gioan Baotixita Phạm Ngọc Châu;0;Thánh Mẫu La Vang Xứ Phương Xá;2018/10/05 01:43:01;1234
1529;31/05/2001;Đợt bí tích ngày 31 tháng 05 năm 2001;Augustinô Vũ Văn Hương;0;Giáo Họ Thọ Cách;2018/10/05 01:43:01;1234
1530;15/02/2001;Đợt bí tích ngày 15 tháng 02 năm 2001;Gioakim Nguyễn Đức Văn;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1531;15/04/2001;Đợt bí tích ngày 15 tháng 04 năm 2001;Lm. G B Đinh Tiến Hướng;0;Thái Hòa;2018/10/05 01:43:01;1234
1532;30/12/2001;Đợt bí tích ngày 30 tháng 12 năm 2001;Vinh-sơn Vũ Đức Liêm;0;Tân Định;2018/10/05 01:43:01;1234
1533;02/12/2001;Đợt bí tích ngày 02 tháng 12 năm 2001;Giuse Phạm Sơn Lâm;0;Hà Nội;2018/10/05 01:43:01;1234
1534;12/07/2001;Đợt bí tích ngày 12 tháng 07 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1535;04/03/2001;Đợt bí tích ngày 04 tháng 03 năm 2001;Vinhson Nguyễn Văn Tuyền;0;Trà Cổ 2;2018/10/05 01:43:01;1234
1536;08/12/2001;Đợt bí tích ngày 08 tháng 12 năm 2001;;0;Bùi Chu;2018/10/05 01:43:01;1234
1537;26/04/2001;Đợt bí tích ngày 26 tháng 04 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1538;15/02/2001;Đợt bí tích ngày 15 tháng 02 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1539;12/07/2001;Đợt bí tích ngày 12 tháng 07 năm 2001;Đaminh Vũ Hùng Cường;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1540;04/02/2001;Đợt bí tích ngày 04 tháng 02 năm 2001;Giuse Nguyễn Kim Đỉnh;0;Kẻ Sặt;2018/10/05 01:43:01;1234
1541;04/02/2001;Đợt bí tích ngày 04 tháng 02 năm 2001;Bernado Nguyễn Xuân Thu;0;Hiền Đức;2018/10/05 01:43:01;1234
1542;15/12/2001;Đợt bí tích ngày 15 tháng 12 năm 2001;Gioakim Nguyễn Đức Văn;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1543;29/06/2001;Đợt bí tích ngày 29 tháng 06 năm 2001;Giuse Đệ Nguyễn Văn Thanh;0;Bùi Chu;2018/10/05 01:43:01;1234
1544;11/10/2001;Đợt bí tích ngày 11 tháng 10 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1545;03/06/2001;Đợt bí tích ngày 03 tháng 06 năm 2001;Lm. Đaminh Đặng Duy Hòa;0;Đông Vinh;2018/10/05 01:43:01;1234
1546;15/02/2001;Đợt bí tích ngày 15 tháng 02 năm 2001;Lm. Gioakim Nguyễn Đức Văn. O P;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1547;05/08/2001;Đợt bí tích ngày 05 tháng 08 năm 2001;Tôma Nguyễn Văn Thân;0;Tam Hòa;2018/10/05 01:43:01;1234
1548;06/05/2001;Đợt bí tích ngày 06 tháng 05 năm 2001;Vinc Nguyễn Văn Tuyền;0;Xuân Trà;2018/10/05 01:43:01;1234
1549;26/02/2001;Đợt bí tích ngày 26 tháng 02 năm 2001;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1550;03/11/2001;Đợt bí tích ngày 03 tháng 11 năm 2001;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1551;21/11/2001;Đợt bí tích ngày 21 tháng 11 năm 2001;Giuse Đỗ Đức Chính;0;Ngọc Lâm;2018/10/05 01:43:01;1234
1552;12/07/2001;Đợt bí tích ngày 12 tháng 07 năm 2001;Guse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1553;07/06/2001;Đợt bí tích ngày 07 tháng 06 năm 2001;Giuse Nguyễn Thế Vinh;0;Gia Viên;2018/10/05 01:43:01;1234
1554;25/02/2001;Đợt bí tích ngày 25 tháng 02 năm 2001;Lm. Đaminh Nguyễn Công Đắc;0;Chánh Tòa Nha Trang;2018/10/05 01:43:01;1234
1555;04/11/2001;Đợt bí tích ngày 04 tháng 11 năm 2001;Giuse Đỗ Mạnh Dũng;0;Bắc Hải;2018/10/05 01:43:01;1234
1556;02/09/2001;Đợt bí tích ngày 02 tháng 09 năm 2001;Micae Nguyễn Hữu Kiều;0;Núi Đỏ;2018/10/05 01:43:01;1234
1557;04/02/2001;Đợt bí tích ngày 04 tháng 02 năm 2001;Anton Nguyễn Trọng Quý;0;Lai Ổn;2018/10/05 01:43:01;1234
1558;13/05/2001;Đợt bí tích ngày 13 tháng 05 năm 2001;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2018/10/05 01:43:01;1234
1559;15/11/2001;Đợt bí tích ngày 15 tháng 11 năm 2001;Giuse Phạm Sơn Lâm;0;Hà Nội;2018/10/05 01:43:01;1234
1560;27/02/2001;Đợt bí tích ngày 27 tháng 02 năm 2001;Đaminh Hoàng Văn Tiên;0;Ngô Xá;2018/10/05 01:43:01;1234
1561;07/07/2002;Đợt bí tích ngày 07 tháng 07 năm 2002;Lm Giuse Phạm Quang Trung;0;Gx Ngũ Phúc;2018/10/05 01:43:01;1234
1562;05/08/2002;Đợt bí tích ngày 05 tháng 08 năm 2002;Lm. Giuse Bùi Văn Viễn, O P;0;Gx Ngọc Đồng;2018/10/05 01:43:01;1234
1563;22/12/2002;Đợt bí tích ngày 22 tháng 12 năm 2002;Lm Benedicto Bùi Châu Thiên;0;Gx Chánh Tòa Xuân Lộc;2018/10/05 01:43:01;1234
1564;21/12/2002;Đợt bí tích ngày 21 tháng 12 năm 2002;Lm. F.x. Nguyễn Đức Đạt, O P;0;Gx Thánh Tâm;2018/10/05 01:43:01;1234
1565;16/12/2002;Đợt bí tích ngày 16 tháng 12 năm 2002;Giuse Nguyễn Văn Uy;0;Tiên Chu;2018/10/05 01:43:01;1234
1566;06/10/2002;Đợt bí tích ngày 06 tháng 10 năm 2002;Lm. F.x. Nguyễn Đức Đạt, O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1567;09/12/2002;Đợt bí tích ngày 09 tháng 12 năm 2002;Lm. Giuse Đệ Nguyễn Văn Thanh;0;Gx Bùi Chu;2018/10/05 01:43:01;1234
1568;03/03/2002;Đợt bí tích ngày 03 tháng 03 năm 2002;Lm. Giuse Phạm Sơn Lâm;0;Gx Hà Nội, Gp Xuân Lộc;2018/10/05 01:43:01;1234
1569;14/03/2002;Đợt bí tích ngày 14 tháng 03 năm 2002;Giuse Nguyễn Văn Uy;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1570;21/12/2002;Đợt bí tích ngày 21 tháng 12 năm 2002;Vinhsơn Phạm Liên Hùng;0;Gx Bùi Đức;2018/10/05 01:43:01;1234
1571;30/06/2002;Đợt bí tích ngày 30 tháng 06 năm 2002;;0;Gx Thái Hòa;2018/10/05 01:43:01;1234
1572;21/08/2002;Đợt bí tích ngày 21 tháng 08 năm 2002;Lm. Gioakim Nguyễn Duy Thiên;0;Gx, Quỳnh Lang, Gp Thái Bình;2018/10/05 01:43:01;1234
1573;07/07/2002;Đợt bí tích ngày 07 tháng 07 năm 2002;Giuse Phạm Quang Trung;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1574;04/02/2002;Đợt bí tích ngày 04 tháng 02 năm 2002;Đaminh Đinh Viết Tiên;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1575;04/08/2002;Đợt bí tích ngày 04 tháng 08 năm 2002;Giuse Phạm Quang Trung;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1576;16/05/2002;Đợt bí tích ngày 16 tháng 05 năm 2002;;0;Gx Sài Quất;2018/10/05 01:43:01;1234
1577;07/07/2002;Đợt bí tích ngày 07 tháng 07 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1578;03/11/2002;Đợt bí tích ngày 03 tháng 11 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1579;05/08/2002;Đợt bí tích ngày 05 tháng 08 năm 2002;Giuse Nguyễn Đức Lục;0;Sài Quất;2018/10/05 01:43:01;1234
1580;24/06/2002;Đợt bí tích ngày 24 tháng 06 năm 2002;Giuse Nguyễn Văn Thanh;0;Bùi Chu;2018/10/05 01:43:01;1234
1581;29/09/2002;Đợt bí tích ngày 29 tháng 09 năm 2002;;0;Dòng Thánh Gioan Thiên Chúa;2018/10/05 01:43:01;1234
1582;06/10/2002;Đợt bí tích ngày 06 tháng 10 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1583;05/05/2002;Đợt bí tích ngày 05 tháng 05 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1584;01/12/2002;Đợt bí tích ngày 01 tháng 12 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1585;05/05/2002;Đợt bí tích ngày 05 tháng 05 năm 2002;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1586;07/01/2002;Đợt bí tích ngày 07 tháng 01 năm 2002;;0;Tiên Chu;2018/10/05 01:43:01;1234
1587;01/09/2002;Đợt bí tích ngày 01 tháng 09 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1588;07/10/2002;Đợt bí tích ngày 07 tháng 10 năm 2002;Gioakim Vũ Kim Đương;0;Cẩm Tân;2018/10/05 01:43:01;1234
1589;04/08/2002;Đợt bí tích ngày 04 tháng 08 năm 2002;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1590;02/06/2002;Đợt bí tích ngày 02 tháng 06 năm 2002;Giuse Phạm Sơn Lâm;0;Hà Nội;2018/10/05 01:43:01;1234
1591;01/12/2002;Đợt bí tích ngày 01 tháng 12 năm 2002;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1592;24/11/2002;Đợt bí tích ngày 24 tháng 11 năm 2002;;0;Đồng Phát;2018/10/05 01:43:01;1234
1593;03/11/2002;Đợt bí tích ngày 03 tháng 11 năm 2002;Đam Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1594;01/12/2002;Đợt bí tích ngày 01 tháng 12 năm 2002;Fx Nguyễn Hoàng Linh;0;Thạch Đà;2018/10/05 01:43:01;1234
1595;07/10/2002;Đợt bí tích ngày 07 tháng 10 năm 2002;Jos Bùi Văn Viễn;0;Ngọc Đồng;2018/10/05 01:43:01;1234
1596;07/07/2002;Đợt bí tích ngày 07 tháng 07 năm 2002;Lm Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1597;02/06/2002;Đợt bí tích ngày 02 tháng 06 năm 2002;Jos Đệ Nguyễn Văn Thanh;0;Bùi Chu;2018/10/05 01:43:01;1234
1598;21/07/2002;Đợt bí tích ngày 21 tháng 07 năm 2002;Hilarinimo Nguyễn Công Minh;0;Nguyễn Duy Khang;2018/10/05 01:43:01;1234
1599;26/06/2002;Đợt bí tích ngày 26 tháng 06 năm 2002;Giuse Trần Phú Sơn;0;Ngọc Lâm;2018/10/05 01:43:01;1234
1600;20/09/2002;Đợt bí tích ngày 20 tháng 09 năm 2002;Phaolo Nguyễn Văn Khôi;0;Cầu Rầm;2018/10/05 01:43:01;1234
1601;03/03/2002;Đợt bí tích ngày 03 tháng 03 năm 2002;Giuse Nguyễn Hùng Sơn;0;Mỹ Luông;2018/10/05 01:43:01;1234
1602;01/06/2003;Đợt bí tích ngày 01 tháng 06 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1603;18/12/2003;Đợt bí tích ngày 18 tháng 12 năm 2003;;0;Gx Hòa Tân, Gp Nha Trang;2018/10/05 01:43:01;1234
1604;02/11/2003;Đợt bí tích ngày 02 tháng 11 năm 2003;F.x. Nguyễn Đức Đạt, O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
1605;14/08/2003;Đợt bí tích ngày 14 tháng 08 năm 2003;;0;Đaminh;2018/10/05 01:43:01;1234
1606;06/08/2003;Đợt bí tích ngày 06 tháng 08 năm 2003;Giuse Nguyễn Văn Uy;0;Tiên Chu;2018/10/05 01:43:01;1234
1607;28/09/2003;Đợt bí tích ngày 28 tháng 09 năm 2003;F. X. Nguyễn Xuân Huy;0;Kẻ Sặt;2018/10/05 01:43:01;1234
1608;01/06/2003;Đợt bí tích ngày 01 tháng 06 năm 2003;Lm Giuse Vũ Ngọc Ruẩn;0;Gx Bái Xuyên;2018/10/05 01:43:01;1234
1609;03/04/2003;Đợt bí tích ngày 03 tháng 04 năm 2003;;0;Gx Sài Quất;2018/10/05 01:43:01;1234
1610;21/12/2003;Đợt bí tích ngày 21 tháng 12 năm 2003;Lm Raphael Nguyễn Văn Chúc, O P;0;Đền Thánh Martin Hố Nai;2018/10/05 01:43:01;1234
1611;02/11/2003;Đợt bí tích ngày 02 tháng 11 năm 2003;Lm. Giuse Đệ Nguyễn Văn Thanh;0;Gh Bùi Đệ, Gx Bùi Chu;2018/10/05 01:43:01;1234
1612;07/09/2003;Đợt bí tích ngày 07 tháng 09 năm 2003;G. B. Nguyễn Văn Từ;0;Thánh Tâm;2018/10/05 01:43:01;1234
1613;07/09/2003;Đợt bí tích ngày 07 tháng 09 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1614;03/08/2003;Đợt bí tích ngày 03 tháng 08 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1615;07/12/2003;Đợt bí tích ngày 07 tháng 12 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1616;06/04/2003;Đợt bí tích ngày 06 tháng 04 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1617;03/08/2003;Đợt bí tích ngày 03 tháng 08 năm 2003;Giuse Nguyễn Duy Diễm;0;An Phú;2018/10/05 01:43:01;1234
1618;05/10/2003;Đợt bí tích ngày 05 tháng 10 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1619;04/12/2003;Đợt bí tích ngày 04 tháng 12 năm 2003;Giuse Đỗ Mạnh Thái;0;Hiền Đức;2018/10/05 01:43:01;1234
1620;02/03/2003;Đợt bí tích ngày 02 tháng 03 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1621;07/11/2003;Đợt bí tích ngày 07 tháng 11 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1622;07/12/2003;Đợt bí tích ngày 07 tháng 12 năm 2003;Đaminh Đặng Duy Hào;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1623;12/01/2003;Đợt bí tích ngày 12 tháng 01 năm 2003;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1646;28/12/2004;Đợt bí tích ngày 28 tháng 12 năm 2004;Lm. Giuse Nguyễn Văn Uy;0;Gx Tiên Chu;2018/10/05 01:43:01;1234
1647;05/12/2004;Đợt bí tích ngày 05 tháng 12 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1648;12/09/2004;Đợt bí tích ngày 12 tháng 09 năm 2004;Đaminh Đặng Duy Hòa;0;Ngũ Phúc;2018/10/05 01:43:01;1234
1649;07/03/2004;Đợt bí tích ngày 07 tháng 03 năm 2004;Lm. F.x. Nguyễn Đức Đạt, O P;0;Thánh Tâm;2018/10/05 01:43:01;1234
